# ID,label,height,root_density,area,shape_index,linearity_top,planarity_top,sphericity_top,omnivariance_top,anisotropy_top,change_of_curvature_top,num_points
 393.00000,   3.00000,  15.27000,   0.10714,   8.60983,   0.72464,   0.29687,   0.39475,   0.30835,   0.17674,   0.69162,   0.15330, 168.00000
 394.00000,   3.00000,  15.19000,   0.06667,   9.43796,   0.71643,   0.45533,   0.30005,   0.24460,   0.37316,   0.75538,   0.13671, 150.00000
 395.00000,   3.00000,  17.26000,   0.02649,   7.41888,   0.66314,   0.85893,   0.07447,   0.06659,   0.72102,   0.93341,   0.05514, 151.00000
 396.00000,   3.00000,   9.01000,   0.03636,   2.06880,   0.34302,   0.57829,   0.37919,   0.04252,   0.27987,   0.95747,   0.02904, 110.00000
 397.00000,   3.00000,  13.75000,   0.23423,  10.94899,   0.73219,   0.59104,   0.32783,   0.08112,   1.08861,   0.91888,   0.05444, 111.00000
 398.00000,   3.00000,  20.84000,   0.04321,  27.39697,   1.12680,   0.43964,   0.09352,   0.46681,   0.24044,   0.53316,   0.23028, 324.00000
 399.00000,   3.00000,  13.88000,   0.04977,  19.62891,   1.02457,   0.89576,   0.08213,   0.02210,   0.36981,   0.97789,   0.01962, 221.00000
 400.00000,   4.00000,  13.09000,   0.02088,   4.82895,   0.60393,   0.56587,   0.13675,   0.29735,   0.14846,   0.70262,   0.17173, 431.00000
 401.00000,   4.00000,  12.59000,   0.01161,  52.18308,   1.95940,   0.46244,   0.05877,   0.47877,   0.30094,   0.52121,   0.23745,2411.00000
 402.00000,   4.00000,   9.87000,   0.05618,   4.84251,   0.59612,   0.24105,   0.20673,   0.55219,   0.22608,   0.44778,   0.23893, 267.00000
 403.00000,   4.00000,  11.31000,   0.02048,  13.73674,   1.00375,   0.32208,   0.44861,   0.22929,   0.24716,   0.77069,   0.12022, 879.00000
 404.00000,   4.00000,  13.75000,   0.00274,  87.33505,   2.49266,   0.58313,   0.05951,   0.35734,   0.21612,   0.64264,   0.20141,5476.00000
 405.00000,   4.00000,  10.10000,   0.01990,   9.07255,   0.79639,   0.24478,   0.41228,   0.34292,   0.26420,   0.65705,   0.16344, 402.00000
 406.00000,   4.00000,   7.30000,   0.01267,  19.14503,   1.18474,   0.33926,   0.28578,   0.37495,   0.43647,   0.62504,   0.18419,1184.00000
 407.00000,   4.00000,  22.06000,   0.00045, 113.85190,   2.73520,   0.68012,   0.10016,   0.21970,   0.15672,   0.78027,   0.14270,6675.00000
 408.00000,   4.00000,  25.85000,   0.00382,  39.79266,   1.73993,   0.34845,   0.44069,   0.21082,   0.13238,   0.78914,   0.11320,2358.00000
 409.00000,   4.00000,  12.18000,   0.00603,  34.02673,   1.61180,   0.58828,   0.02214,   0.38955,   0.21248,   0.61043,   0.21627,2817.00000
 410.00000,   4.00000,   9.63000,   0.00450,  65.28359,   2.15661,   0.35846,   0.29022,   0.35130,   0.26112,   0.64868,   0.17628,2889.00000
 411.00000,   4.00000,  17.09000,   0.00078, 114.02902,   2.96941,   0.51304,   0.18549,   0.30145,   0.21771,   0.69853,   0.16856,7704.00000
 412.00000,   4.00000,  10.74000,   0.03352,   8.25258,   0.76448,   0.42065,   0.08805,   0.49128,   0.28735,   0.50869,   0.23726, 358.00000
 413.00000,   4.00000,  16.80000,   0.01015,  37.63683,   1.66718,   0.35404,   0.16253,   0.48341,   0.51464,   0.51658,   0.22702,1675.00000
 414.00000,   4.00000,  10.68000,   0.00778,  23.16366,   1.33008,   0.41065,   0.17081,   0.41852,   0.28239,   0.58146,   0.20844,1157.00000
 415.00000,   4.00000,  11.63000,   0.01311,  17.26276,   1.14103,   0.48352,   0.34263,   0.17382,   0.23726,   0.82616,   0.10284,1144.00000
 416.00000,   4.00000,  20.28000,   0.00354,  80.86115,   2.46944,   0.60042,   0.12424,   0.27533,   0.52262,   0.72466,   0.16439,5938.00000
 417.00000,   4.00000,  17.75000,   0.00470,  48.03606,   1.86879,   0.20446,   0.12746,   0.66807,   0.58812,   0.33192,   0.27118,2126.00000
 418.00000,   4.00000,  10.02000,   0.03101,   3.13423,   0.41602,   0.91678,   0.00549,   0.07773,   0.26983,   0.92227,   0.06695, 129.00000
 419.00000,   4.00000,  26.28000,   0.01209,  47.64983,   1.87450,   0.23554,   0.32013,   0.44433,   0.53278,   0.55566,   0.20116,1985.00000
 420.00000,   4.00000,   9.84000,   0.01379,  21.26250,   1.23214,   0.12091,   0.43982,   0.43924,   0.26743,   0.56073,   0.18947,1015.00000
 421.00000,   4.00000,  20.69000,   0.00590,  58.40570,   2.11289,   0.10427,   0.67633,   0.21938,   0.27474,   0.78060,   0.10372,3392.00000
 422.00000,   4.00000,  13.47000,   0.00307,  73.99178,   2.34392,   0.63522,   0.17352,   0.19125,   0.38356,   0.80874,   0.12291,4241.00000
 423.00000,   4.00000,  17.98000,   0.00537,  43.25525,   1.78532,   0.15450,   0.44290,   0.40258,   0.56350,   0.59740,   0.17908,2234.00000
 424.00000,   4.00000,  13.78000,   0.02744,  11.72490,   0.94322,   0.22489,   0.27230,   0.50278,   0.20710,   0.49719,   0.22072, 583.00000
 425.00000,   4.00000,  10.73000,   0.02062,  12.77468,   0.98031,   0.69452,   0.11729,   0.18817,   0.16556,   0.81180,   0.12598, 582.00000
 426.00000,   4.00000,  12.64000,   0.06291,   5.38601,   0.61444,   0.67149,   0.04477,   0.28371,   0.19284,   0.71626,   0.17598, 302.00000
 427.00000,   4.00000,  13.72000,   0.00203,  66.86897,   2.04517,   0.43631,   0.25408,   0.30959,   0.35675,   0.69040,   0.16527,3944.00000
 428.00000,   4.00000,   9.40000,   0.01600,   5.11934,   0.61734,   0.42077,   0.13877,   0.44042,   0.19592,   0.55955,   0.21807, 250.00000
 429.00000,   4.00000,  22.63000,   0.00165, 133.01813,   3.11985,   0.70099,   0.15987,   0.13913,   0.68027,   0.86086,   0.09675,8488.00000
 430.00000,   4.00000,  19.82000,   0.00190,  63.41431,   2.20124,   0.34363,   0.41391,   0.24245,   0.55339,   0.75754,   0.12768,4218.00000
 431.00000,   4.00000,  11.89000,   0.01828,  10.25534,   0.84300,   0.17785,   0.47927,   0.34285,   0.20473,   0.65712,   0.15836, 547.00000
 432.00000,   4.00000,  26.66000,   0.00254,  71.55556,   2.08230,   0.59991,   0.22713,   0.17294,   0.24043,   0.82704,   0.10994,4332.00000
 433.00000,   4.00000,  23.56000,   0.00084,  41.70085,   1.78221,   0.42244,   0.40148,   0.17603,   0.12692,   0.82393,   0.10039,3560.00000
 434.00000,   4.00000,  16.44000,   0.01134,  38.10373,   1.68331,   0.06905,   0.36915,   0.56178,   0.43365,   0.43820,   0.22537,1763.00000
 435.00000,   4.00000,  14.07000,   0.01076,  39.50002,   1.72242,   0.78542,   0.09080,   0.12377,   0.35099,   0.87622,   0.09248,1951.00000
 436.00000,   4.00000,  11.61000,   0.00653,  38.64793,   1.70599,   0.39579,   0.42050,   0.18370,   0.31117,   0.81629,   0.10275,2145.00000
 437.00000,   4.00000,  11.61000,   0.00663,  55.68974,   1.99918,   0.62151,   0.11936,   0.25912,   0.30172,   0.74086,   0.15823,2864.00000
 438.00000,   4.00000,  10.03000,   0.01362,  10.48421,   0.87018,   0.65888,   0.10474,   0.23635,   0.23588,   0.76363,   0.14983, 514.00000
 439.00000,   4.00000,  13.82000,   0.00504,  51.78699,   1.97932,   0.47824,   0.20492,   0.31682,   0.24601,   0.68316,   0.17232,3375.00000
 440.00000,   4.00000,  19.73000,   0.00136,  91.40171,   2.62205,   0.26036,   0.35061,   0.38899,   0.18331,   0.61098,   0.18274,5863.00000
 441.00000,   4.00000,  12.25000,   0.00354,  83.48955,   2.45300,   0.54203,   0.06606,   0.39189,   0.27709,   0.60809,   0.21185,3103.00000
 442.00000,   4.00000,  17.21000,   0.00203,  80.65845,   2.25449,   0.62959,   0.05464,   0.31574,   0.24728,   0.68424,   0.18726,6899.00000
 443.00000,   4.00000,  14.98000,   0.00156, 153.46336,   3.39406,   0.34325,   0.25606,   0.40067,   0.34741,   0.59931,   0.19475,12849.00000
 444.00000,   4.00000,  35.63000,   0.00049, 101.43115,   2.67680,   0.36406,   0.40100,   0.23492,   0.19407,   0.76506,   0.12557,8129.00000
 445.00000,   4.00000,  11.07000,   0.03012,  11.98899,   0.93114,   0.26886,   0.28440,   0.44672,   0.23188,   0.55325,   0.20512, 498.00000
 446.00000,   4.00000,  16.67000,   0.00299,  77.44486,   2.42647,   0.22445,   0.38338,   0.39215,   0.31131,   0.60783,   0.18091,3680.00000
 447.00000,   4.00000,  10.32000,   0.02625,   6.73966,   0.70075,   0.24339,   0.14008,   0.61650,   0.26297,   0.38347,   0.25979, 381.00000
 448.00000,   4.00000,  10.96000,   0.00466,  20.29643,   1.23682,   0.39349,   0.29516,   0.31132,   0.18809,   0.68865,   0.16233,1288.00000
 449.00000,   4.00000,  11.30000,   0.00528,  62.62844,   2.17152,   0.47454,   0.23158,   0.29385,   0.27502,   0.70613,   0.16152,3409.00000
 450.00000,   4.00000,  16.62000,   0.00545,  58.89845,   2.09396,   0.49762,   0.17343,   0.32892,   0.17783,   0.67105,   0.17961,3672.00000
 451.00000,   4.00000,  22.53000,   0.00292,  87.06140,   2.56150,   0.56204,   0.12646,   0.31148,   0.20433,   0.68850,   0.17805,6517.00000
 452.00000,   4.00000,  10.79000,   0.01920,  13.08065,   0.99926,   0.35451,   0.34993,   0.29554,   0.23498,   0.70444,   0.15226, 625.00000
 453.00000,   4.00000,  14.89000,   0.00813,  65.08335,   2.12956,   0.38903,   0.25100,   0.35994,   0.18663,   0.64003,   0.18263,3198.00000
 454.00000,   4.00000,   9.84000,   0.04178,   7.72516,   0.75637,   0.07670,   0.10182,   0.82144,   0.26116,   0.17853,   0.29928, 383.00000
 455.00000,   4.00000,  10.69000,   0.02236,  10.58436,   0.88311,   0.45921,   0.25308,   0.28768,   0.17433,   0.71229,   0.15734, 626.00000
 456.00000,   4.00000,  14.14000,   0.00957,  21.31153,   1.27405,   0.07112,   0.35559,   0.57325,   0.21949,   0.42671,   0.22911,2299.00000
 457.00000,   4.00000,   8.81000,   0.02692,   7.04315,   0.65781,   0.58498,   0.13026,   0.28474,   0.24120,   0.71524,   0.16752, 260.00000
 458.00000,   4.00000,  12.48000,   0.01733,   9.85676,   0.86317,   0.42955,   0.20614,   0.36428,   0.18806,   0.63569,   0.18829, 577.00000
 459.00000,   4.00000,   8.16000,   0.01042,  21.40785,   1.27381,   0.06791,   0.69184,   0.24020,   0.13572,   0.75976,   0.11058, 960.00000
 460.00000,   4.00000,  18.36000,   0.00370,  48.60604,   1.90237,   0.23248,   0.31112,   0.45639,   0.55973,   0.54360,   0.20522,2432.00000
 461.00000,   4.00000,  10.72000,   0.02462,   9.53255,   0.84156,   0.36122,   0.42504,   0.21371,   0.23618,   0.78626,   0.11537, 528.00000
 462.00000,   4.00000,   9.93000,   0.03778,   9.76083,   0.85437,   0.29439,   0.22602,   0.47955,   0.22177,   0.52042,   0.21946, 450.00000
 463.00000,   4.00000,  14.10000,   0.02006,   9.85470,   0.86252,   0.50386,   0.03218,   0.46394,   0.21587,   0.53603,   0.23670, 648.00000
 464.00000,   4.00000,  29.00000,   0.00150,  99.28565,   2.72960,   0.14991,   0.39369,   0.45637,   0.23919,   0.54360,   0.19787,7343.00000
 465.00000,   4.00000,  14.41000,   0.00737,  16.36899,   1.04041,   0.19871,   0.35598,   0.44527,   0.17223,   0.55469,   0.19820,1221.00000
 466.00000,   4.00000,  15.90000,   0.00981,  43.17815,   1.81023,   0.50905,   0.27214,   0.21879,   0.23034,   0.78119,   0.12797,2549.00000
 467.00000,   4.00000,  28.65000,   0.00802,  47.69361,   1.88683,   0.09256,   0.20118,   0.70621,   0.16275,   0.29373,   0.27021,3740.00000
 468.00000,   4.00000,  13.61000,   0.01923,   9.79159,   0.82000,   0.02434,   0.51826,   0.45736,   0.19106,   0.54260,   0.18798, 520.00000
 469.00000,   4.00000,  16.52000,   0.00043,  86.62818,   2.55434,   0.54509,   0.23593,   0.21896,   0.35263,   0.78102,   0.13081,4667.00000
 470.00000,   4.00000,  17.58000,   0.00356, 138.29095,   3.15711,   0.34184,   0.40992,   0.24821,   0.22854,   0.75176,   0.13020,7857.00000
 471.00000,   4.00000,  18.95000,   0.00196,  60.47213,   2.14101,   0.46539,   0.12199,   0.41260,   0.43263,   0.58738,   0.21190,3580.00000
 472.00000,   4.00000,   8.19000,   0.00687,  44.23292,   1.82446,   0.24788,   0.58997,   0.16212,   0.19161,   0.83785,   0.08469,1747.00000
 473.00000,   4.00000,  13.75000,   0.01517,  15.60874,   1.10055,   0.51093,   0.02695,   0.46210,   0.19726,   0.53787,   0.23683,1055.00000
 474.00000,   4.00000,  18.93000,   0.00208,  63.17095,   2.17373,   0.44915,   0.21070,   0.34014,   0.63709,   0.65985,   0.17987,5292.00000
 475.00000,   4.00000,  10.82000,   0.00612,  60.41482,   2.10500,   0.48742,   0.14707,   0.36549,   0.29258,   0.63449,   0.19461,2614.00000
 476.00000,   4.00000,  15.39000,   0.00826,  51.31833,   1.95711,   0.38808,   0.04111,   0.57078,   0.23125,   0.42919,   0.26151,2786.00000
 477.00000,   4.00000,  14.88000,   0.00570,  45.30144,   1.83594,   0.51799,   0.18257,   0.29942,   0.20785,   0.70056,   0.16808,2631.00000
 478.00000,   4.00000,   8.70000,   0.00732,  41.39786,   1.76323,   0.45949,   0.38023,   0.16026,   0.18084,   0.83971,   0.09423,2048.00000
 479.00000,   4.00000,  18.10000,   0.01540,  18.92443,   1.01280,   0.40562,   0.48020,   0.11417,   0.28466,   0.88581,   0.06682, 909.00000
 480.00000,   4.00000,  11.80000,   0.02485,  24.34422,   1.34392,   0.35592,   0.13079,   0.51327,   0.28421,   0.48671,   0.23792,1006.00000
 481.00000,   4.00000,  27.58000,   0.00264,  97.80697,   2.70976,   0.56572,   0.17035,   0.26390,   0.16198,   0.73607,   0.15540,6806.00000
 482.00000,   4.00000,  21.18000,   0.00066, 104.98669,   2.78773,   0.36448,   0.23336,   0.40212,   0.17300,   0.59785,   0.19735,7631.00000
 483.00000,   4.00000,   7.39000,   0.00319,  41.97054,   1.80447,   0.44576,   0.26792,   0.28630,   0.25798,   0.71368,   0.15555,2823.00000
 484.00000,   4.00000,  16.10000,   0.00372,  61.91587,   2.17175,   0.03779,   0.49637,   0.46580,   0.18662,   0.53416,   0.19185,3768.00000
 485.00000,   4.00000,  13.01000,   0.01410,  11.77146,   0.93381,   0.06872,   0.59686,   0.33439,   0.22372,   0.66558,   0.14759, 780.00000
 486.00000,   4.00000,  18.53000,   0.00251,  71.64785,   2.28425,   0.47766,   0.10987,   0.41245,   0.22382,   0.58753,   0.21318,4378.00000
 487.00000,   4.00000,   9.86000,   0.06803,   2.56425,   0.43149,   0.55243,   0.15990,   0.28765,   0.24350,   0.71233,   0.16577, 147.00000
 488.00000,   4.00000,  18.70000,   0.00310, 136.42377,   3.23302,   0.57019,   0.15776,   0.27203,   0.25289,   0.72795,   0.15985,9031.00000
 489.00000,   4.00000,  11.46000,   0.00445,  54.59575,   2.03219,   0.35187,   0.54769,   0.10041,   0.14197,   0.89956,   0.05742,2472.00000
 490.00000,   4.00000,  11.84000,   0.02988,  12.31311,   0.92402,   0.26014,   0.31472,   0.42511,   0.25717,   0.57486,   0.19636, 569.00000
 491.00000,   4.00000,  23.34000,   0.00073,  76.27849,   2.41713,   0.14205,   0.29391,   0.56400,   0.19079,   0.43596,   0.23287,5449.00000
 492.00000,   4.00000,  15.83000,   0.00495,  58.10167,   2.05419,   0.40693,   0.22738,   0.36566,   0.19579,   0.63431,   0.18668,2626.00000
 493.00000,   4.00000,  11.86000,   0.00617,  50.42289,   1.94393,   0.26080,   0.19729,   0.54188,   0.26570,   0.45809,   0.23756,2918.00000
 494.00000,   4.00000,   7.60000,   0.01223,  23.46857,   1.32976,   0.32482,   0.16431,   0.51084,   0.21569,   0.48913,   0.23369,1554.00000
 495.00000,   4.00000,  11.54000,   0.00475,  31.93929,   1.55992,   0.48119,   0.27269,   0.24610,   0.20118,   0.75388,   0.13944,2739.00000
 496.00000,   4.00000,  15.17000,   0.00224,  82.13650,   2.49801,   0.45529,   0.32652,   0.21816,   0.15059,   0.78181,   0.12375,6691.00000
 497.00000,   4.00000,  11.11000,   0.01198,  27.14062,   1.38493,   0.24473,   0.56172,   0.19352,   0.15570,   0.80645,   0.09930,1169.00000
 498.00000,   4.00000,  18.91000,   0.01156,  30.48559,   1.28314,   0.48365,   0.31959,   0.19674,   0.18946,   0.80323,   0.11485,1989.00000
 499.00000,   4.00000,  11.90000,   0.00530,  35.51073,   1.63761,   0.42163,   0.42450,   0.15385,   0.17375,   0.84612,   0.08882,1510.00000
